source,raw_input_label,cleaned_input_label,match_score_1,matched_asctb_id_1,matched_asctb_label_1,matched_asctb_text_1,match_score_2,matched_asctb_id_2,matched_asctb_label_2,matched_asctb_text_2
PopV,dendritic cell,dendritic cell,0.7564128041267395,ASCTB CT_ID UNK,migratory dendritic cell,migratory dendritic cell,0.6917804479598999,CL:0002394,cDC1 myeloid dendritic cell,"cDC1 myeloid dendritic cell myeloid dendritic cell cDC1 A myeloid dendritic cell found in the blood, lymph nodes, tonsil, bone marrow, and spleen that is CD141-positive (BDCA-3), XCR1-positive, and Clec9A-positive. This cell-type can cross-present antigen to CD8-positive T cells and can produce inteferon-beta."
PopV,blood vessel endothelial cell,blood vessel endothelial cell,0.8447074294090271,CL:1000413,arterial endothelial cell,arterial endothelial cell arterial endothelial cell A blood vessel endothelial cell that is part of an arterial endothelium.,0.7473112940788269,CL:1001568,pulmonary artery endothelial cell,pulmonary artery endothelial cell pulmonary artery endothelial cell NaN
PopV,endothelial cell of lymphatic vessel,endothelial cell of lymphatic vessel,0.7853553295135498,CL:0009086,lymphatic endothelial cell,lymphatic endothelial cell endothelial cell of respiratory system lymphatic vessel An endothelial cell that is part of a respiratory system lymphatic vessel.,0.7195923924446106,CL:1000413,arterial endothelial cell,arterial endothelial cell arterial endothelial cell A blood vessel endothelial cell that is part of an arterial endothelium.
PopV,type II pneumocyte,type ii pneumocyte,0.6122499108314514,CL:0002062,AT1,"AT1 type I pneumocyte A type I pneumocyte is a flattened, branched pneumocyte that covers more than 98% of the alveolar surface. This large cell has thin (50-100 nm) cytoplasmic extensions to form the air-blood barrier essential for normal gas exchange.",0.5560826659202576,CL:0000542,lymphoid cells of lung,"lymphoid cells of lung lymphocyte A lymphocyte is a leukocyte commonly found in the blood and lymph that has the characteristics of a large nucleus, a neutral staining cytoplasm, and prominent heterochromatin."
PopV,fibroblast,fibroblast,0.6509153842926025,ASCTB CT_ID UNK,perichondrial fibroblasts,perichondrial fibroblasts,0.6236280798912048,CL:0000186,secondary crest myofibroblasts,secondary crest myofibroblasts secondary crest myofibroblasts An animal cell that has characteristics of both a fibroblast cell and a smooth muscle cell.
PopV,bronchial smooth muscle cell,bronchial smooth muscle cell,1.0,CL:0002598,bronchial smooth muscle cell,NaN,0.7875592112541199,CL:0019019,tracheobronchial smooth muscle,tracheobronchial smooth muscle tracheobronchial smooth muscle cell A smooth muscle cell that is part of the tracheobronchial tree.
PopV,macrophage,macrophage,0.8324536681175232,LMHA:00213,Interstitial macrophage,Interstitial macrophage Interstitial macrophage NaN,0.690186619758606,ASCTB CT_ID UNK,alveolar macrophage proliferating,alveolar macrophage proliferating
PopV,intermediate monocyte,intermediate monocyte,0.597980260848999,CL:0000875,non-classical monocyte,"non-classical monocyte non-classical monocyte A type of monocyte characterized by low expression of CCR2, low responsiveness to monocyte chemoattractant CCL2/MCP1, low phagocytic activity, and decrease size relative to classical monocytes, but increased co-stimulatory activity. May also play a role in tissue repair.",0.5605695843696594,CL:0000860,classical monocyte,"classical monocyte classical monocyte A monocyte that responds rapidly to microbial stimuli by secreting cytokines and antimicrobial factors and which is characterized by high expression of CCR2 in both rodents and humans, negative for the lineage markers CD3, CD19, and CD20, and of larger size than non-classical monocytes."
PopV,B cell,b cell,1.0,CL:0000236,B cell,A lymphocyte of B lineage that is capable of B cell mediated immunity.,0.5306422114372253,CL:0000786,plasma cell,"plasma cell plasma cell A terminally differentiated, post-mitotic, antibody secreting cell of the B cell lineage with the phenotype CD138-positive, surface immunonoglobulin-negative, and MHC Class II-negative. Plasma cells are oval or round with extensive rough endoplasmic reticulum, a well-developed Golgi apparatus, and a round nucleus having a characteristic cartwheel heterochromatin pattern and are devoted to producing large amounts of immunoglobulin."
PopV,type I pneumocyte,type i pneumocyte,0.644218921661377,CL:0002062,AT1,"AT1 type I pneumocyte A type I pneumocyte is a flattened, branched pneumocyte that covers more than 98% of the alveolar surface. This large cell has thin (50-100 nm) cytoplasmic extensions to form the air-blood barrier essential for normal gas exchange.",0.576716423034668,CL:0000542,lymphoid cells of lung,"lymphoid cells of lung lymphocyte A lymphocyte is a leukocyte commonly found in the blood and lymph that has the characteristics of a large nucleus, a neutral staining cytoplasm, and prominent heterochromatin."
PopV,club cell,club cell,1.0,CL:0000158,club cell,Epithelial progenitor cell of the lung. Club cells are dome-shaped with short microvilli but no cilia. They function to protect the bronchiolar epithelium. Club cells also multiply and differentiate into ciliated cells to regenerate the bronchiolar epithelium.,0.3277222216129303,CL:1000271,lung ciliated cell,lung ciliated cell lung ciliated cell NaN
PopV,respiratory goblet cell,respiratory goblet cell,0.8258867859840393,CL:1000143,bronchial goblet cell,bronchial goblet cell lung goblet cell NaN,0.7554800510406494,CL:1000329,tracheal goblet cell,tracheal goblet cell goblet cell of epithelium of trachea A goblet cell that is part of the epithelium of trachea.
PopV,basal cell,basal cell,1.0,CL:1000348,basal cell,A basal cell that is part of the epithelium of trachea.,0.5840449333190918,CL:1000351,basal cell,basal cell basal cell of epithelium of respiratory bronchiole A basal cell that is part of the epithelium of respiratory bronchiole.
PopV,"effector CD4-positive, alpha-beta T cell",effector cd4positive alphabeta t cell,0.8166205883026123,CL:0000905,CD4+ T cell effector memory,"CD4+ T cell effector memory CD4+ T cell effector memory CD4-positive, alpha-beta memory T cell with the phenotype CCR7-negative, CD127-positive, CD45RA-negative, CD45RO-positive, and CD25-negative.",0.7495667338371277,CL:0000895,CD4+ T cell naive,"CD4+ T cell naive CD4+ T cell naive An antigen inexperienced CD4-positive, alpha-beta T cell with the phenotype CCR7-positive, CD127-positive and CD62L-positive. This cell type develops in the thymus. This cell type is also described as being CD25-negative, CD62L-high, and CD44-low."
PopV,adventitial cell,adventitial cell,0.7001540064811707,ASCTB CT_ID UNK,suprabasal cell,suprabasal cell,0.5597207546234131,ASCTB CT_ID UNK,airway deuterosomal cell ,airway deuterosomal cell 
PopV,lung ciliated cell,lung ciliated cell,1.0,CL:1000271,lung ciliated cell,NaN,0.8740769624710083,CL:0002332,ciliated cell of the bronchus,ciliated cell of the bronchus ciliated cell of the bronchus A ciliated cell of the bronchus.
PopV,mesothelial cell,mesothelial cell,1.0,CL:1000493,mesothelial cell,A mesothelial cell that is part of the visceral pleura.,0.6507087349891663,ASCTB CT_ID UNK,suprabasal cell,suprabasal cell
PopV,pericyte,pericyte,0.5549341440200806,CL:0009089,lung pericyte,lung pericyte lung pericyte A pericyte cell that is part of a lung.,0.42978376150131226,ASCTB CT_ID UNK,perichondrial fibroblasts,perichondrial fibroblasts
PopV,vascular associated smooth muscle cell,vascular associated smooth muscle cell,0.8667296767234802,CL:0019018,vascular smooth muscle,vascular smooth muscle blood vessel smooth muscle cell A smooth muscle cell that is part of any blood vessel.,0.8428571820259094,CL:0019018,vascular smooth muscle cell,vascular smooth muscle cell blood vessel smooth muscle cell A smooth muscle cell that is part of any blood vessel.
PopV,plasma cell,plasma cell,1.0,CL:0000786,plasma cell,"A terminally differentiated, post-mitotic, antibody secreting cell of the B cell lineage with the phenotype CD138-positive, surface immunonoglobulin-negative, and MHC Class II-negative. Plasma cells are oval or round with extensive rough endoplasmic reticulum, a well-developed Golgi apparatus, and a round nucleus having a characteristic cartwheel heterochromatin pattern and are devoted to producing large amounts of immunoglobulin.",0.5832574367523193,CL:0000556,lung megakaryocyte,"lung megakaryocyte lung megakaryocyte A giant cell 50 to 100 micron in diameter, with a greatly lobulated nucleus, found in the bone marrow; mature blood platelets are released from its cytoplasm."
PopV,smooth muscle cell,smooth muscle cell,0.7709948420524597,CL:0002598,bronchial smooth muscle cell,bronchial smooth muscle cell bronchial smooth muscle cell NaN,0.7322537302970886,CL:0002591,pulmonary artery smooth muscle cell,pulmonary artery smooth muscle cell smooth muscle cell of pulmonary artery A smooth muscle of the pulmonary artery.
PopV,plasmacytoid dendritic cell,plasmacytoid dendritic cell,1.0,CL:0000784,plasmacytoid dendritic cell,"A dendritic cell type of distinct morphology, localization, and surface marker expression (CD123-positive) from other dendritic cell types and associated with early stage immune responses, particularly the release of physiologically abundant amounts of type I interferons in response to infection.",0.7347598075866699,CL:0002399,cDC2 myeloid dendritic cell,cDC2 myeloid dendritic cell myeloid dendritic cell cDC2 A myeloid dendritic cell found in the blood that is CD1c-positive.
PopV,neutrophil,neutrophil,1.0,CL:0000094,neutrophil,A leukocyte with abundant granules in the cytoplasm.,0.5136763453483582,LMHA:00213,Interstitial macrophage,Interstitial macrophage Interstitial macrophage NaN
PopV,pulmonary ionocyte,pulmonary ionocyte,1.0,CL:0017000,pulmonary ionocyte,An ionocyte that is part of the lung epithelium. The cells from this type are major sources of the CFTR protein in human and mice.,0.6509533524513245,CL:0009089,lung pericyte,lung pericyte lung pericyte A pericyte cell that is part of a lung.
PopV,serous cell of epithelium of bronchus,serou cell of epithelium of bronchu,0.7387237548828125,CL:0002208,tuft cell,tuft cell brush cell of bronchus A brush cell found in the epithelium of bronchus.,0.7309979796409607,CL:0002332,ciliated bronchial cell,ciliated bronchial cell ciliated cell of the bronchus A ciliated cell of the bronchus.
