source,raw_input_label,cleaned_input_label,match_score_1,matched_asctb_id_1,matched_asctb_label_1,matched_asctb_text_1,match_score_2,matched_asctb_id_2,matched_asctb_label_2,matched_asctb_text_2
Azimuth,NK cells,nk cell,0.6410555839538574,CL:0000814,NK T cell,NK T cell NK T cell A mature alpha-beta T cell of a distinct lineage that bears natural killer markers and a T cell receptor specific for a limited set of ligands. NK T cells have activation and regulatory roles particularly early in an immune response.,0.599422812461853,CL:0000623,natural killer,natural killer natural killer A lymphocyte that can spontaneously kill a variety of target cells without prior antigenic activation via germline encoded activation receptors and also regulate immune responses via cytokine release and direct contact with other cells.
Azimuth,CD8 T cells,cd8 t cell,0.7356367111206055,CL:0000913,CD8+ T cell effector memory,"CD8+ T cell effector memory CD8+ T cell effector memory CD8-positive, alpha-beta memory T cell with the phenotype CCR7-negative, CD127-positive, CD45RA-negative, CD45RO-positive, and CD25-negative.",0.7150003910064697,ASCTB CT_ID UNK,CD8+ T cell resident memory,CD8+ T cell resident memory
Azimuth,EC venous systemic,ec venou systemic,0.5040686726570129,CL:0002543,venous endothelial cell,venous endothelial cell vein endothelial cell An endothelial cell that is part of the vein.,0.44374939799308777,CL:0002543,pulmonary venous endothelial cell,pulmonary venous endothelial cell vein endothelial cell An endothelial cell that is part of the vein.
Azimuth,AT2,at2,1.0,CL:0002063,AT2,"A type II pneumocyte is a pneumocyte that modulates the fluid surrounding the alveolar epithelium by secreting and recycling surfactants. This cell type also contributes to tissue repair and can differentiate after injury into a type I pneumocyte. Thicker than squamous alveolar cells, have a rounded apical surface that projects above the level of surrounding epithelium. The free surface is covered by short microvilli.",0.2044025957584381,CL:0002062,AT1,"AT1 type I pneumocyte A type I pneumocyte is a flattened, branched pneumocyte that covers more than 98% of the alveolar surface. This large cell has thin (50-100 nm) cytoplasmic extensions to form the air-blood barrier essential for normal gas exchange."
Azimuth,Adventitial fibroblasts,adventitial fibroblast,0.625990092754364,ASCTB CT_ID UNK,perichondrial fibroblasts,perichondrial fibroblasts,0.5942023992538452,CL:4028006,alveolar type 2 fibroblast,alveolar type 2 fibroblast alveolar type 2 fibroblast A pulmonary interstitial fibroblast that is part of the alveolus and localizes to vascular adventitia.
Azimuth,Alveolar fibroblasts,alveolar fibroblast,0.758241593837738,CL:4028004,alveolar type 1 fibroblast,alveolar type 1 fibroblast alveolar type 1 fibroblast A pulmonary interstitial fibroblast that is part of the alveolus and contains lipid droplets.,0.7567788362503052,CL:4028006,alveolar type 2 fibroblast,alveolar type 2 fibroblast alveolar type 2 fibroblast A pulmonary interstitial fibroblast that is part of the alveolus and localizes to vascular adventitia.
Azimuth,AT2 proliferating,at2 proliferating,0.4299998879432678,CL:0002063,AT2,"AT2 type II pneumocyte A type II pneumocyte is a pneumocyte that modulates the fluid surrounding the alveolar epithelium by secreting and recycling surfactants. This cell type also contributes to tissue repair and can differentiate after injury into a type I pneumocyte. Thicker than squamous alveolar cells, have a rounded apical surface that projects above the level of surrounding epithelium. The free surface is covered by short microvilli.",0.393528550863266,CL:0002062,AT1,"AT1 type I pneumocyte A type I pneumocyte is a flattened, branched pneumocyte that covers more than 98% of the alveolar surface. This large cell has thin (50-100 nm) cytoplasmic extensions to form the air-blood barrier essential for normal gas exchange."
Azimuth,Lymphatic EC mature,lymphatic ec mature,0.4939851760864258,CL:0009086,lymphatic endothelial cell,lymphatic endothelial cell endothelial cell of respiratory system lymphatic vessel An endothelial cell that is part of a respiratory system lymphatic vessel.,0.4571123421192169,CL:0000542,lymphoid cells of lung,"lymphoid cells of lung lymphocyte A lymphocyte is a leukocyte commonly found in the blood and lymph that has the characteristics of a large nucleus, a neutral staining cytoplasm, and prominent heterochromatin."
Azimuth,Alveolar Mφ proliferating,alveolar m proliferating,0.7384202480316162,ASCTB CT_ID UNK,alveolar macrophage proliferating,alveolar macrophage proliferating,0.6521979570388794,ASCTB CT_ID UNK,alveolar macrophage CCL3+,alveolar macrophage CCL3+
Azimuth,T cells proliferating,t cell proliferating,0.5573237538337708,CL:0000815,regulatory T cell,regulatory T cell regulatory T cell A T cell which regulates overall immune responses as well as the responses of other T cell subsets through direct cell-cell contact and cytokine release.,0.5199793577194214,ASCTB CT_ID UNK,CD4+ T cell resident memory,CD4+ T cell resident memory
Azimuth,Myofibroblasts,myofibroblast,0.4158497452735901,CL:0000186,secondary crest myofibroblasts,secondary crest myofibroblasts secondary crest myofibroblasts An animal cell that has characteristics of both a fibroblast cell and a smooth muscle cell.,0.3232521712779999,ASCTB CT_ID UNK,perichondrial fibroblasts,perichondrial fibroblasts
Azimuth,Multiciliated (non-nasal),multiciliated nonnasal,0.2541038691997528,ASCTB CT_ID UNK,suprabasal cell,suprabasal cell,0.249608114361763,CL:0000192,airway smooth muscle cells,"airway smooth muscle cells airway smooth muscle cells A non-striated, elongated, spindle-shaped cell found lining the digestive tract, uterus, and blood vessels. They develop from specialized myoblasts (smooth muscle myoblast)."
Azimuth,Multiciliated (nasal),multiciliated nasal,0.3940105140209198,CL:0002207,tuft cell,tuft cell brush cell of trachea Brush cell of the epithelium in the trachea.,0.37990549206733704,CL:1000329,tracheal goblet cell,tracheal goblet cell goblet cell of epithelium of trachea A goblet cell that is part of the epithelium of trachea.
Azimuth,Peribronchial fibroblasts,peribronchial fibroblast,0.8265331983566284,ASCTB CT_ID UNK,perichondrial fibroblasts,perichondrial fibroblasts,0.5331279635429382,CL:0000186,secondary crest myofibroblasts,secondary crest myofibroblasts secondary crest myofibroblasts An animal cell that has characteristics of both a fibroblast cell and a smooth muscle cell.
Azimuth,Neuroendocrine,neuroendocrine,0.5562646389007568,CL:1000223,neuroendocrine cell,neuroendocrine cell lung neuroendocrine cell NaN,0.3514905571937561,LMHA:00238,submucosal gland mucous cells,submucosal gland mucous cells mucus cell of submucosal glands NaN
Azimuth,Subpleural fibroblasts,subpleural fibroblast,0.650734543800354,ASCTB CT_ID UNK,perichondrial fibroblasts,perichondrial fibroblasts,0.5899141430854797,CL:0000186,secondary crest myofibroblasts,secondary crest myofibroblasts secondary crest myofibroblasts An animal cell that has characteristics of both a fibroblast cell and a smooth muscle cell.
Azimuth,Ionocyte,ionocyte,0.5611793994903564,CL:0017000,pulmonary ionocyte,pulmonary ionocyte pulmonary ionocyte An ionocyte that is part of the lung epithelium. The cells from this type are major sources of the CFTR protein in human and mice.,0.5339917540550232,CL:0000094,neutrophil,neutrophil neutrophil A leukocyte with abundant granules in the cytoplasm.
Azimuth,Club (nasal),club nasal,0.36602896451950073,CL:0019002,chondrocyte,chondrocyte tracheobronchial chondrocyte Any chondrocyte that is part of the tracheobronchial tree.,0.335988849401474,CL:1000329,tracheal goblet cell,tracheal goblet cell goblet cell of epithelium of trachea A goblet cell that is part of the epithelium of trachea.
Azimuth,Fibromyocytes,fibromyocyte,0.5956182479858398,ASCTB CT_ID UNK,perichondrial fibroblasts,perichondrial fibroblasts,0.5843464136123657,CL:0000186,secondary crest myofibroblasts,secondary crest myofibroblasts secondary crest myofibroblasts An animal cell that has characteristics of both a fibroblast cell and a smooth muscle cell.
Azimuth,SMG duct,smg duct,0.34660834074020386,LMHA:00142,submucosal gland ciliated duct cells,submucosal gland ciliated duct cells ciliated cell of terminal ciliated ducts of submucosal glands NaN,0.30310842394828796,LMHA:00087,submucosal gland basal cells,submucosal gland basal cells basal cell of terminal ciliated ducts of submucosal glands NaN
Azimuth,SMG serous (bronchial),smg serou bronchial,0.4580647647380829,CL:0002332,ciliated bronchial cell,ciliated bronchial cell ciliated cell of the bronchus A ciliated cell of the bronchus.,0.4575277268886566,CL:1000143,bronchial goblet cell,bronchial goblet cell lung goblet cell NaN
Azimuth,Deuterosomal,deuterosomal,0.6854729056358337,ASCTB CT_ID UNK,airway deuterosomal cell,airway deuterosomal cell,0.6854729056358337,ASCTB CT_ID UNK,airway deuterosomal cell ,airway deuterosomal cell 
Azimuth,Goblet (nasal),goblet nasal,0.6020657420158386,CL:1000143,bronchial goblet cell,bronchial goblet cell lung goblet cell NaN,0.5793213248252869,CL:1000329,tracheal goblet cell,tracheal goblet cell goblet cell of epithelium of trachea A goblet cell that is part of the epithelium of trachea.
Azimuth,Goblet (bronchial),goblet bronchial,0.7950381636619568,CL:1000143,bronchial goblet cell,bronchial goblet cell lung goblet cell NaN,0.6295639276504517,CL:1000329,tracheal goblet cell,tracheal goblet cell goblet cell of epithelium of trachea A goblet cell that is part of the epithelium of trachea.
Azimuth,SMG mucous,smg mucou,0.3837740421295166,LMHA:00238,submucosal gland mucous cells,submucosal gland mucous cells mucus cell of submucosal glands NaN,0.17040814459323883,CL:0000313,submucosal gland serous cells,"submucosal gland serous cells serous cell of submucosal glands Columnar glandular cell with irregular nucleus, copious granular endoplasmic reticulum and supranuclear granules. Secretes a watery fluid containing proteins known as serous fluid."
Azimuth,Tuft,tuft,0.5056148767471313,CL:0002207,tuft cell,tuft cell brush cell of trachea Brush cell of the epithelium in the trachea.,0.4322390556335449,CL:0002208,tuft cell,tuft cell brush cell of bronchus A brush cell found in the epithelium of bronchus.
